Customer ID,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segment
1792,32,3,12047.54,5,2,5,525,Champions
1794,11,2,13141.8,5,1,5,515,New Customers
1795,227,1,3711.68,1,1,3,113,Hibernating
1797,24,2,1421.98,5,1,1,511,New Customers
1798,109,2,5642.08,3,1,4,314,About to Sleep
1799,3,2,4286.4,5,1,3,513,New Customers
1800,311,1,207.5,1,1,1,111,Hibernating
1801,137,2,3247.76,3,1,3,313,About to Sleep
1803,5,1,166.0,5,1,1,511,New Customers
1806,163,2,567.71,2,1,1,211,Hibernating
1807,212,1,1482.18,2,1,1,211,Hibernating
1808,123,2,7286.71,3,1,4,314,About to Sleep
1809,36,1,927.92,5,1,1,511,New Customers
1810,108,1,62.25,3,1,1,311,About to Sleep
1811,26,3,6200.389999999999,5,2,4,524,Champions
1813,245,2,3413.72,1,1,3,113,Hibernating
1815,48,1,494.06,4,1,1,411,Promising
1817,112,3,8631.140000000001,3,2,5,325,About to Sleep
1819,210,3,3330.7200000000003,2,2,3,223,At Risk
1821,90,1,1855.84,3,1,2,312,About to Sleep
1822,238,1,1976.24,1,1,2,112,Hibernating
1823,200,1,103.75,2,1,1,211,Hibernating
1824,161,3,8531.39,2,2,5,225,At Risk
1828,173,1,8448.3,2,1,5,215,Hibernating
1829,73,4,14683.27,4,2,5,425,Loyal Customers
1830,209,1,4747.14,2,1,3,213,Hibernating
1834,343,1,3379.32,1,1,3,113,Hibernating
1836,198,1,3247.72,2,1,2,212,Hibernating
1837,212,1,2783.76,2,1,2,212,Hibernating
1838,65,3,21965.579999999998,4,2,5,425,Loyal Customers
1840,51,2,2534.4900000000002,4,1,2,412,Promising
1844,253,2,4639.6,1,1,3,113,Hibernating
1845,61,1,2319.8,4,1,2,412,Promising
1846,86,2,5401.34,4,1,4,414,Promising
1847,223,1,2223.27,1,1,2,112,Hibernating
1849,35,2,1091.87,5,1,1,511,New Customers
1851,215,1,4175.64,2,1,3,213,Hibernating
1853,170,1,8448.3,2,1,5,215,Hibernating
1856,64,1,1482.18,4,1,1,411,Promising
1858,73,2,865.58,4,1,1,411,Promising
1860,31,2,4296.04,5,1,3,513,New Customers
1861,317,1,927.92,1,1,1,111,Hibernating
1863,8,1,103.75,5,1,1,511,New Customers
1864,114,1,1391.88,3,1,1,311,About to Sleep
1866,75,1,7603.47,4,1,4,414,Promising
1868,141,1,4224.15,3,1,3,313,About to Sleep
1869,187,1,166.0,2,1,1,211,Hibernating
1873,202,1,5538.33,2,1,4,214,Hibernating
1876,183,1,4175.64,2,1,3,213,Hibernating
1877,275,1,20.75,1,1,1,111,Hibernating
1878,7,1,494.06,5,1,1,511,New Customers
1879,219,3,12987.960000000001,1,2,5,125,At Risk
1880,8,2,12659.04,5,1,5,515,New Customers
1882,24,2,269.75,5,1,1,511,New Customers
1883,22,2,5294.0599999999995,5,1,3,513,New Customers
1884,25,2,8344.56,5,1,4,514,New Customers
1885,365,1,1582.38,1,1,2,112,Hibernating
1886,161,1,844.83,2,1,1,211,Hibernating
1887,114,4,7624.710000000001,3,2,4,324,About to Sleep
1888,159,2,1769.13,2,1,2,212,Hibernating
1889,160,3,5090.900000000001,2,2,3,223,At Risk
1890,63,4,957.19,4,2,1,421,Loyal Customers
1891,115,1,7120.71,3,1,4,314,About to Sleep
1892,301,2,186.75,1,1,1,111,Hibernating
1893,16,1,145.25,5,1,1,511,New Customers
1894,73,1,4639.6,4,1,3,413,Promising
1899,158,1,83.0,2,1,1,211,Hibernating
1900,261,1,83.0,1,1,1,111,Hibernating
1901,134,2,11505.78,3,1,5,315,About to Sleep
1903,197,2,2410.1,2,1,2,212,Hibernating
1904,282,2,4092.6800000000003,1,1,3,113,Hibernating
1905,63,1,4224.15,4,1,3,413,Promising
1907,21,3,7769.47,5,2,4,524,Champions
1908,40,1,3247.72,5,1,2,512,New Customers
1909,5,1,1391.88,5,1,1,511,New Customers
1910,200,1,1855.84,2,1,2,212,Hibernating
1911,179,1,4175.64,2,1,3,213,Hibernating
1914,102,1,2470.3,3,1,2,312,About to Sleep
1915,153,2,1769.13,2,1,2,212,Hibernating
1916,110,4,4514.65,3,2,3,323,About to Sleep
1917,103,3,15075.34,3,2,5,325,About to Sleep
1918,213,2,1599.38,2,1,2,212,Hibernating
1921,12,3,16609.47,5,2,5,525,Champions
1922,69,1,3164.76,4,1,2,412,Promising
1924,241,2,7748.72,1,1,4,114,Hibernating
1925,143,2,7471.869999999999,3,1,4,314,About to Sleep
1927,219,1,7120.71,1,1,4,114,Hibernating
1928,30,1,62.25,5,1,1,511,New Customers
1929,363,1,3379.32,1,1,3,113,Hibernating
1931,301,1,3164.76,1,1,2,112,Hibernating
1934,93,2,5141.0,3,1,3,313,About to Sleep
1936,8,3,17001.09,5,2,5,525,Champions
1937,324,1,2373.57,1,1,2,112,Hibernating
1938,23,2,2430.77,5,1,2,512,New Customers
1939,118,3,5832.54,3,2,4,324,About to Sleep
1941,164,3,10500.42,2,2,5,225,At Risk
1942,362,1,1976.24,1,1,2,112,Hibernating
1943,55,1,3164.76,4,1,2,412,Promising
1944,239,2,2026.3400000000001,1,1,2,112,Hibernating
1945,19,3,4650.48,5,2,3,523,Champions
1946,338,1,7120.71,1,1,4,114,Hibernating
1948,46,2,6079.81,4,1,4,414,Promising
1949,33,1,6758.64,5,1,4,514,New Customers
1950,261,1,1235.15,1,1,1,111,Hibernating
1951,80,1,4224.15,4,1,3,413,Promising
1956,329,1,5538.33,1,1,4,114,Hibernating
1957,321,1,145.25,1,1,1,111,Hibernating
1958,207,1,6329.52,2,1,4,214,Hibernating
1962,190,1,2470.3,2,1,2,212,Hibernating
1964,77,2,8233.74,4,1,4,414,Promising
1965,19,2,1401.15,5,1,1,511,New Customers
1966,82,2,3268.51,4,1,3,413,Promising
1967,151,1,6329.52,2,1,4,214,Hibernating
1968,41,2,392.28,4,1,1,411,Promising
1970,173,2,5538.33,2,1,4,214,Hibernating
1971,34,1,3955.95,5,1,3,513,New Customers
1972,9,1,7603.47,5,1,4,514,New Customers
1974,158,2,8048.63,2,1,4,214,Hibernating
1975,66,1,2373.57,4,1,2,412,Promising
1976,336,1,7603.47,1,1,4,114,Hibernating
1977,281,1,791.19,1,1,1,111,Hibernating
1978,149,1,1855.84,2,1,2,212,Hibernating
1979,103,1,844.83,3,1,1,311,About to Sleep
1980,322,1,2783.76,1,1,2,112,Hibernating
1981,213,1,3247.72,2,1,2,212,Hibernating
1982,208,2,2026.3400000000001,2,1,2,212,Hibernating
1983,77,1,1729.21,4,1,2,412,Promising
1985,163,2,15032.61,2,1,5,215,Hibernating
1987,279,1,2373.57,1,1,2,112,Hibernating
1988,44,3,9850.7,4,2,5,425,Loyal Customers
1989,246,2,6383.16,1,1,4,114,Hibernating
1991,46,1,1689.66,4,1,2,412,Promising
1994,46,1,7603.47,4,1,4,414,Promising
1995,98,3,4546.74,3,2,3,323,About to Sleep
1996,140,1,124.5,3,1,1,311,About to Sleep
1997,53,3,11317.1,4,2,5,425,Loyal Customers
1998,284,1,1582.38,1,1,2,112,Hibernating
1999,101,3,3151.11,3,2,2,322,About to Sleep
2000,341,1,3379.32,1,1,3,113,Hibernating
2001,182,1,988.12,2,1,1,211,Hibernating
2003,195,3,8018.92,2,2,4,224,At Risk
2005,144,2,9189.39,2,1,5,215,Hibernating
2007,150,1,3711.68,2,1,3,213,Hibernating
2010,307,2,7091.0,1,1,4,114,Hibernating
2012,204,2,2596.93,2,1,2,212,Hibernating
2013,85,4,16794.45,4,2,5,425,Loyal Customers
2014,257,1,124.5,1,1,1,111,Hibernating
2015,255,1,4175.64,1,1,3,113,Hibernating
2017,132,2,4940.6,3,1,3,313,About to Sleep
2018,166,1,2373.57,2,1,2,212,Hibernating
2020,119,2,8067.43,3,1,4,314,About to Sleep
2021,133,1,5068.98,3,1,3,313,About to Sleep
2022,0,2,12296.970000000001,5,1,5,515,New Customers
2025,59,4,6362.38,4,2,4,424,Loyal Customers
2026,60,1,166.0,4,1,1,411,Promising
2027,111,2,3832.08,3,1,3,313,About to Sleep
2029,69,2,5806.53,4,1,4,414,Promising
2030,52,5,12817.720000000001,4,2,5,425,Loyal Customers
2031,259,1,247.03,1,1,1,111,Hibernating
2033,85,1,6329.52,4,1,4,414,Promising
2035,97,2,3272.04,3,1,3,313,About to Sleep
2036,169,3,8209.55,2,2,4,224,At Risk
2037,10,3,4349.8099999999995,5,2,3,523,Champions
2039,33,2,13932.990000000002,5,1,5,515,New Customers
2041,168,1,3379.32,2,1,3,213,Hibernating
2042,172,3,2689.28,2,2,2,222,At Risk
2047,251,1,2783.76,1,1,2,112,Hibernating
2048,236,1,4639.6,1,1,3,113,Hibernating
2050,361,1,5068.98,1,1,3,113,Hibernating
2052,291,1,20.75,1,1,1,111,Hibernating
2053,26,2,9767.74,5,1,5,515,New Customers
2054,323,1,4224.15,1,1,3,113,Hibernating
2055,52,2,12243.07,4,1,5,415,Promising
2056,31,1,103.75,5,1,1,511,New Customers
2058,356,1,2223.27,1,1,2,112,Hibernating
2059,58,1,207.5,4,1,1,411,Promising
2060,286,2,3771.88,1,1,3,113,Hibernating
2061,169,1,3711.68,2,1,3,213,Hibernating
2063,252,1,2373.57,1,1,2,112,Hibernating
2065,75,2,103.75,4,1,1,411,Promising
2069,109,1,1391.88,3,1,1,311,About to Sleep
2070,75,2,8316.699999999999,4,1,4,414,Promising
2071,273,2,5089.73,1,1,3,113,Hibernating
2072,171,2,7686.47,2,1,4,214,Hibernating
2073,94,1,6329.52,3,1,4,314,About to Sleep
2074,115,4,17573.5,3,2,5,325,About to Sleep
2075,338,1,7120.71,1,1,4,114,Hibernating
2076,5,1,1976.24,5,1,2,512,New Customers
2077,54,3,12551.5,4,2,5,425,Loyal Customers
2078,151,2,4854.29,2,1,3,213,Hibernating
2080,358,1,7120.71,1,1,4,114,Hibernating
2081,141,1,5913.81,3,1,4,314,About to Sleep
2082,1,1,145.25,5,1,1,511,New Customers
2086,160,1,791.19,2,1,1,211,Hibernating
2087,14,3,4386.34,5,2,3,523,Champions
2088,268,1,2534.49,1,1,2,112,Hibernating
2090,52,3,9113.28,4,2,5,425,Loyal Customers
2091,97,3,5376.31,3,2,3,323,About to Sleep
2092,174,2,5699.120000000001,2,1,4,214,Hibernating
2093,237,1,1582.38,1,1,2,112,Hibernating
2094,176,2,10285.470000000001,2,1,5,215,Hibernating
2099,10,1,41.5,5,1,1,511,New Customers
2100,175,1,494.06,2,1,1,211,Hibernating
2101,114,1,844.83,3,1,1,311,About to Sleep
2102,200,1,4747.14,2,1,3,213,Hibernating
2103,193,1,4747.14,2,1,3,213,Hibernating
2105,162,1,2534.49,2,1,2,212,Hibernating
2106,120,3,11350.12,3,2,5,325,About to Sleep
2107,147,1,844.83,2,1,1,211,Hibernating
2108,317,1,20.75,1,1,1,111,Hibernating
2109,67,3,145.25,4,2,1,421,Loyal Customers
2110,155,1,5068.98,2,1,3,213,Hibernating
2112,12,3,7077.56,5,2,4,524,Champions
2113,170,1,7120.71,2,1,4,214,Hibernating
2114,15,1,62.25,5,1,1,511,New Customers
2115,190,2,5913.8099999999995,2,1,4,214,Hibernating
2116,205,3,9598.029999999999,2,2,5,225,At Risk
2117,157,1,3711.68,2,1,3,213,Hibernating
2119,42,1,741.09,4,1,1,411,Promising
2120,295,1,6329.52,1,1,4,114,Hibernating
2121,225,2,249.0,1,1,1,111,Hibernating
2122,183,1,1235.15,2,1,1,211,Hibernating
2123,212,2,3545.32,2,1,3,213,Hibernating
2124,247,1,494.06,1,1,1,111,Hibernating
2125,222,1,494.06,1,1,1,111,Hibernating
2126,218,2,3064.5600000000004,1,1,2,112,Hibernating
2128,32,1,1391.88,5,1,1,511,New Customers
2129,98,1,7603.47,3,1,4,314,About to Sleep
2131,39,2,9085.65,5,1,5,515,New Customers
2132,338,1,166.0,1,1,1,111,Hibernating
2134,5,2,4639.6,5,1,3,513,New Customers
2135,54,1,5068.98,4,1,3,413,Promising
2136,291,1,7603.47,1,1,4,114,Hibernating
2138,355,1,2319.8,1,1,2,112,Hibernating
2139,46,2,311.25,4,1,1,411,Promising
2140,214,1,1729.21,2,1,2,212,Hibernating
2141,295,1,7911.9,1,1,4,114,Hibernating
2142,126,2,3458.42,3,1,3,313,About to Sleep
2144,202,1,4639.6,2,1,3,213,Hibernating
2145,247,1,3711.68,1,1,3,113,Hibernating
2147,2,1,3247.72,5,1,2,512,New Customers
2148,316,1,2373.57,1,1,2,112,Hibernating
2150,6,2,2574.04,5,1,2,512,New Customers
2152,271,1,7120.71,1,1,4,114,Hibernating
2153,53,1,7911.9,4,1,4,414,Promising
2154,192,1,6758.64,2,1,4,214,Hibernating
2155,108,1,4224.15,3,1,3,313,About to Sleep
2156,16,3,13907.6,5,2,5,525,Champions
2157,216,2,4341.64,1,1,3,113,Hibernating
2158,181,2,1648.18,2,1,2,212,Hibernating
2161,43,1,1689.66,4,1,2,412,Promising
2163,219,1,791.19,1,1,1,111,Hibernating
2164,0,4,8074.07,5,2,4,524,Champions
2165,160,1,3711.68,2,1,3,213,Hibernating
2166,250,2,2887.51,1,1,2,112,Hibernating
2169,81,1,2373.57,4,1,2,412,Promising
2170,99,1,1976.24,3,1,2,312,About to Sleep
2171,267,1,791.19,1,1,1,111,Hibernating
2177,67,2,6329.26,4,1,4,414,Promising
2178,213,1,6758.64,2,1,4,214,Hibernating
2180,10,2,4701.85,5,1,3,513,New Customers
2181,18,4,13153.960000000001,5,2,5,525,Champions
2182,10,1,124.5,5,1,1,511,New Customers
2183,337,1,7911.9,1,1,4,114,Hibernating
2184,302,1,2319.8,1,1,2,112,Hibernating
2185,152,3,2380.0,2,2,2,222,At Risk
2186,254,1,207.5,1,1,1,111,Hibernating
2187,197,1,2223.27,2,1,2,212,Hibernating
2189,68,2,1976.24,4,1,2,412,Promising
2190,163,1,927.92,2,1,1,211,Hibernating
2191,42,1,6758.64,4,1,4,414,Promising
2192,52,4,8301.07,4,2,4,424,Loyal Customers
2193,125,2,4018.2,3,1,3,313,About to Sleep
2195,146,1,247.03,2,1,1,211,Hibernating
2196,31,1,4639.6,5,1,3,513,New Customers
2198,239,1,7911.9,1,1,4,114,Hibernating
2199,59,1,62.25,4,1,1,411,Promising
2200,28,2,7388.78,5,1,4,514,New Customers
2201,293,1,6758.64,1,1,4,114,Hibernating
2203,208,1,5913.81,2,1,4,214,Hibernating
2204,129,2,629.96,3,1,1,311,About to Sleep
2205,70,3,4163.450000000001,4,2,3,423,Loyal Customers
2206,339,1,3379.32,1,1,3,113,Hibernating
2209,40,1,6329.52,5,1,4,514,New Customers
2211,234,2,2620.6000000000004,1,1,2,112,Hibernating
2212,7,3,2223.27,5,2,2,522,Champions
2213,325,1,2319.8,1,1,2,112,Hibernating
2215,8,3,6620.02,5,2,4,524,Champions
2216,290,3,5470.99,1,2,4,124,At Risk
2220,172,3,4951.15,2,2,3,223,At Risk
2221,275,1,4224.15,1,1,3,113,Hibernating
2223,55,2,11398.240000000002,4,1,5,415,Promising
2224,168,1,8448.3,2,1,5,215,Hibernating
2225,340,1,7911.9,1,1,4,114,Hibernating
2226,279,1,3955.95,1,1,3,113,Hibernating
2227,132,2,1959.59,3,1,2,312,About to Sleep
2229,325,1,1235.15,1,1,1,111,Hibernating
2230,255,1,2373.57,1,1,2,112,Hibernating
2231,56,4,8896.35,4,2,5,425,Loyal Customers
2232,188,1,6329.52,2,1,4,214,Hibernating
2234,227,2,5602.59,1,1,4,114,Hibernating
2235,243,3,11595.43,1,2,5,125,At Risk
2236,136,2,4059.7,3,1,3,313,About to Sleep
2238,33,6,14921.18,5,2,5,525,Champions
2240,191,1,6758.64,2,1,4,214,Hibernating
2241,281,1,741.09,1,1,1,111,Hibernating
2242,222,1,1235.15,1,1,1,111,Hibernating
2243,135,2,3315.13,3,1,3,313,About to Sleep
2244,13,3,8810.37,5,2,5,525,Champions
2245,43,2,4369.4,4,1,3,413,Promising
2246,47,2,1482.18,4,1,1,411,Promising
2248,121,1,463.96,3,1,1,311,About to Sleep
2249,56,2,3311.59,4,1,3,413,Promising
2252,226,2,3988.81,1,1,3,113,Hibernating
2253,233,2,6966.14,1,1,4,114,Hibernating
2254,16,2,7148.960000000001,5,1,4,514,New Customers
2256,353,1,83.0,1,1,1,111,Hibernating
2258,9,1,4224.15,5,1,3,513,New Customers
2259,114,2,9250.01,3,1,5,315,About to Sleep
2260,130,3,8727.8,3,2,5,325,About to Sleep
2262,184,1,1235.15,2,1,1,211,Hibernating
2264,108,1,2470.3,3,1,2,312,About to Sleep
2267,41,4,7292.26,4,2,4,424,Loyal Customers
2270,162,1,2470.3,2,1,2,212,Hibernating
2272,287,2,1946.14,1,1,2,112,Hibernating
2273,88,1,124.5,3,1,1,311,About to Sleep
2275,84,2,2520.4,4,1,2,412,Promising
2276,150,1,1855.84,2,1,2,212,Hibernating
2277,37,1,3247.72,5,1,2,512,New Customers
2279,58,2,6279.42,4,1,4,414,Promising
2280,64,1,186.75,4,1,1,411,Promising
2281,222,2,5193.48,1,1,3,113,Hibernating
2282,167,2,741.09,2,1,1,211,Hibernating
2283,256,2,9459.31,1,1,5,115,Hibernating
2284,177,3,1484.15,2,2,2,222,At Risk
2285,155,1,2534.49,2,1,2,212,Hibernating
2286,30,2,8384.11,5,1,5,515,New Customers
2287,46,1,207.5,4,1,1,411,Promising
2288,126,1,6758.64,3,1,4,314,About to Sleep
2289,88,1,4747.14,3,1,3,313,About to Sleep
2290,355,1,1729.21,1,1,2,112,Hibernating
2291,94,3,6370.67,3,2,4,324,About to Sleep
2292,135,2,4646.9400000000005,3,1,3,313,About to Sleep
2293,26,2,5913.8099999999995,5,1,4,514,New Customers
2295,222,1,2319.8,1,1,2,112,Hibernating
2297,22,1,1689.66,5,1,2,512,New Customers
2300,3,2,6412.48,5,1,4,514,New Customers
2301,237,1,2373.57,1,1,2,112,Hibernating
2303,28,5,13444.13,5,2,5,525,Champions
2305,86,3,12508.74,4,2,5,425,Loyal Customers
2306,295,1,41.5,1,1,1,111,Hibernating
2307,164,1,844.83,2,1,1,211,Hibernating
2308,132,1,1689.66,3,1,2,312,About to Sleep
2310,181,2,6121.780000000001,2,1,4,214,Hibernating
2311,50,3,5442.75,4,2,4,424,Loyal Customers
2313,147,2,4994.17,2,1,3,213,Hibernating
2315,239,1,2373.57,1,1,2,112,Hibernating
2316,60,2,228.25,4,1,1,411,Promising
2317,91,2,803.34,3,1,1,311,About to Sleep
2319,304,1,145.25,1,1,1,111,Hibernating
2320,109,2,11623.58,3,1,5,315,About to Sleep
2321,86,2,6121.780000000001,4,1,4,414,Promising
2323,68,2,3458.42,4,1,3,413,Promising
2324,224,2,2539.57,1,1,2,112,Hibernating
2325,96,2,5913.8099999999995,3,1,4,314,About to Sleep
2326,40,1,1482.18,5,1,1,511,New Customers
2327,113,2,2539.57,3,1,2,312,About to Sleep
2329,109,2,5600.58,3,1,4,314,About to Sleep
2330,89,2,4639.6,3,1,3,313,About to Sleep
2331,118,2,207.5,3,1,1,311,About to Sleep
2333,27,2,3164.63,5,1,2,512,New Customers
2334,217,1,4747.14,1,1,3,113,Hibernating
2336,161,1,1391.88,2,1,1,211,Hibernating
2337,22,1,3379.32,5,1,3,513,New Customers
2338,315,1,83.0,1,1,1,111,Hibernating
2339,201,1,791.19,2,1,1,211,Hibernating
2341,151,2,15823.8,2,1,5,215,Hibernating
2342,145,1,741.09,2,1,1,211,Hibernating
2343,260,1,3247.72,1,1,2,112,Hibernating
2344,235,1,3164.76,1,1,2,112,Hibernating
2345,105,1,4747.14,3,1,3,313,About to Sleep
2347,50,2,5223.96,4,1,3,413,Promising
2348,323,2,907.08,1,1,1,111,Hibernating
2349,132,1,247.03,3,1,1,311,About to Sleep
2350,221,1,927.92,1,1,1,111,Hibernating
2351,266,1,2319.8,1,1,2,112,Hibernating
2353,261,2,11296.35,1,1,5,115,Hibernating
2354,365,1,1976.24,1,1,2,112,Hibernating
2355,32,3,2100.74,5,2,2,522,Champions
2356,199,2,9343.98,2,1,5,215,Hibernating
2358,285,1,7120.71,1,1,4,114,Hibernating
2359,233,1,1855.84,1,1,2,112,Hibernating
2360,140,1,3955.95,3,1,3,313,About to Sleep
2362,41,2,4937.38,4,1,3,413,Promising
2365,183,2,5699.120000000001,2,1,4,214,Hibernating
2366,88,1,844.83,3,1,1,311,About to Sleep
2368,146,2,5318.25,2,1,3,213,Hibernating
2369,190,1,186.75,2,1,1,211,Hibernating
2370,37,3,11481.330000000002,5,2,5,525,Champions
2372,185,2,4681.1,2,1,3,213,Hibernating
2373,105,1,5538.33,3,1,4,314,About to Sleep
2374,352,1,494.06,1,1,1,111,Hibernating
2375,224,1,1235.15,1,1,1,111,Hibernating
2379,107,1,8448.3,3,1,5,315,About to Sleep
2383,122,3,2347.77,3,2,2,322,About to Sleep
2385,97,2,5133.660000000001,3,1,3,313,About to Sleep
2386,26,2,4556.64,5,1,3,513,New Customers
2388,335,1,2534.49,1,1,2,112,Hibernating
2389,61,3,9230.9,4,2,5,425,Loyal Customers
2394,37,1,3164.76,5,1,2,512,New Customers
2396,4,3,3783.32,5,2,3,523,Champions
2398,61,2,10285.47,4,1,5,415,Promising
2401,290,1,988.12,1,1,1,111,Hibernating
2402,67,3,9410.8,4,2,5,425,Loyal Customers
2403,196,2,2553.3,2,1,2,212,Hibernating
2404,132,2,13932.990000000002,3,1,5,315,About to Sleep
2408,192,1,4747.14,2,1,3,213,Hibernating
2409,88,1,207.5,3,1,1,311,About to Sleep
2410,242,1,186.75,1,1,1,111,Hibernating
2411,196,1,1391.88,2,1,1,211,Hibernating
2413,10,2,1834.91,5,1,2,512,New Customers
2414,46,3,9848.59,4,2,5,425,Loyal Customers
2416,128,1,844.83,3,1,1,311,About to Sleep
2417,60,3,2306.27,4,2,2,422,Loyal Customers
2418,63,3,6225.06,4,2,4,424,Loyal Customers
2420,298,3,15905.69,1,2,5,125,At Risk
2421,65,2,1689.68,4,1,2,412,Promising
2422,263,2,8593.55,1,1,5,115,Hibernating
2423,271,1,7120.71,1,1,4,114,Hibernating
2424,331,1,6329.52,1,1,4,114,Hibernating
2425,44,2,1308.79,4,1,1,411,Promising
2426,76,1,463.96,4,1,1,411,Promising
2427,159,2,1772.66,2,1,2,212,Hibernating
2429,100,2,13088.16,3,1,5,315,About to Sleep
2430,73,1,3247.72,4,1,2,412,Promising
2431,144,1,5538.33,2,1,4,214,Hibernating
2432,53,1,927.92,4,1,1,411,Promising
2433,122,1,1391.88,3,1,1,311,About to Sleep
2436,310,1,7603.47,1,1,4,114,Hibernating
2438,296,1,1729.21,1,1,2,112,Hibernating
2439,92,1,7603.47,3,1,4,314,About to Sleep
2441,200,1,844.83,2,1,1,211,Hibernating
2442,29,5,8916.86,5,2,5,525,Champions
2443,112,1,1689.66,3,1,2,312,About to Sleep
2444,153,2,5953.36,2,1,4,214,Hibernating
2445,147,2,7603.47,2,1,4,214,Hibernating
2447,24,6,26616.130000000005,5,2,5,525,Champions
2449,72,1,4175.64,4,1,3,413,Promising
2451,181,2,1731.16,2,1,2,212,Hibernating
2452,104,2,6398.91,3,1,4,314,About to Sleep
2453,28,2,3400.07,5,1,3,513,New Customers
2457,223,1,3711.68,1,1,3,113,Hibernating
2458,43,2,9293.13,4,1,5,415,Promising
2460,1,1,83.0,5,1,1,511,New Customers
2461,91,3,9167.05,3,2,5,325,About to Sleep
2462,46,2,8131.59,4,1,4,414,Promising
2463,338,1,1482.18,1,1,1,111,Hibernating
2464,123,2,7727.97,3,1,4,314,About to Sleep
2469,159,1,145.25,2,1,1,211,Hibernating
2472,247,1,7911.9,1,1,4,114,Hibernating
2473,11,3,12487.25,5,2,5,525,Champions
2474,45,4,11668.52,4,2,5,425,Loyal Customers
2476,44,2,8351.28,4,1,5,415,Promising
2477,150,1,6329.52,2,1,4,214,Hibernating
2479,363,1,3247.72,1,1,2,112,Hibernating
2480,102,1,791.19,3,1,1,311,About to Sleep
2481,215,1,7911.9,2,1,4,214,Hibernating
2482,77,2,413.03,4,1,1,411,Promising
2483,72,1,1582.38,4,1,2,412,Promising
2484,217,2,6544.08,1,1,4,114,Hibernating
2486,1,2,2470.3,5,1,2,512,New Customers
2487,184,3,4914.72,2,2,3,223,At Risk
2488,275,1,2534.49,1,1,2,112,Hibernating
2489,85,2,8048.63,4,1,4,414,Promising
2491,335,1,7120.71,1,1,4,114,Hibernating
2492,226,1,2534.49,1,1,2,112,Hibernating
2494,123,1,2319.8,3,1,2,312,About to Sleep
2496,22,2,1699.1100000000001,5,1,2,512,New Customers
2497,108,4,16961.54,3,2,5,325,About to Sleep
2498,279,1,124.5,1,1,1,111,Hibernating
2499,230,1,1391.88,1,1,1,111,Hibernating
2500,230,2,6576.55,1,1,4,114,Hibernating
2501,122,4,20007.72,3,2,5,325,About to Sleep
2503,262,1,1976.24,1,1,2,112,Hibernating
2504,159,1,207.5,2,1,1,211,Hibernating
2505,33,1,3955.95,5,1,3,513,New Customers
2506,310,1,2223.27,1,1,2,112,Hibernating
2507,172,3,5440.889999999999,2,2,4,224,At Risk
2513,20,2,8917.65,5,1,5,515,New Customers
2514,341,1,6758.64,1,1,4,114,Hibernating
2515,75,2,11623.58,4,1,5,415,Promising
2516,220,1,4639.6,1,1,3,113,Hibernating
2518,136,1,1482.18,3,1,1,311,About to Sleep
2522,51,3,8869.919999999998,4,2,5,425,Loyal Customers
2523,289,1,844.83,1,1,1,111,Hibernating
2524,110,3,15681.55,3,2,5,325,About to Sleep
2525,239,2,8344.56,1,1,4,114,Hibernating
2526,7,3,6557.77,5,2,4,524,Champions
2527,350,1,62.25,1,1,1,111,Hibernating
2528,253,1,3711.68,1,1,3,113,Hibernating
2529,185,1,463.96,2,1,1,211,Hibernating
2530,241,1,124.5,1,1,1,111,Hibernating
2531,43,1,62.25,4,1,1,411,Promising
2532,271,2,2485.8,1,1,2,112,Hibernating
2533,37,1,791.19,5,1,1,511,New Customers
2534,152,2,1112.62,2,1,1,211,Hibernating
2535,149,2,8018.92,2,1,4,214,Hibernating
2537,173,1,4175.64,2,1,3,213,Hibernating
2538,33,2,6800.14,5,1,4,514,New Customers
2539,100,1,20.75,3,1,1,311,About to Sleep
2540,53,2,7564.67,4,1,4,414,Promising
2542,308,1,988.12,1,1,1,111,Hibernating
2543,281,1,2783.76,1,1,2,112,Hibernating
2544,118,1,844.83,3,1,1,311,About to Sleep
2546,245,1,4747.14,1,1,3,113,Hibernating
2547,2,4,17329.53,5,2,5,525,Champions
